discount_id,sls_ord_num
D005,SO43948
D004,SO43949
D004,SO43950
D004,SO43951
D004,SO43952
D005,SO43953
D005,SO43954
D002,SO43955
D001,SO43956
D005,SO43957
D004,SO43958
D003,SO43959
D005,SO43960
D003,SO43961
D003,SO43962
D001,SO43963
D004,SO43964
D003,SO43965
D001,SO43966
D003,SO43967
D001,SO43968
D003,SO43969
D001,SO43970
D005,SO43971
D002,SO43972
D001,SO43973
D001,SO43974
D005,SO43975
D004,SO43976
D001,SO43977
D003,SO43978
D003,SO43979
D005,SO43980
D003,SO43981
D004,SO43982
D002,SO43983
D004,SO43984
D003,SO43985
D005,SO43986
D004,SO43987
D003,SO43988
D004,SO43989
D003,SO43990
D003,SO43991
D005,SO43992
D005,SO43993
D004,SO43994
D003,SO43995
D005,SO43996
D004,SO43997
D002,SO43998
D005,SO43999
D005,SO44000
D001,SO44001
D001,SO44002
D004,SO44003
D002,SO44004
D002,SO44005
D002,SO44006
D003,SO44007
D001,SO44008
D002,SO44009
D005,SO44010
D004,SO44011
D001,SO44012
D005,SO44013
D005,SO44014
D003,SO44015
D001,SO44016
D003,SO44017
D004,SO44018
D004,SO44019
D005,SO44020
D004,SO44021
D003,SO44022
D004,SO44023
D002,SO44024
D004,SO44025
D002,SO44026
D004,SO44027
D001,SO44028
D005,SO44029
D001,SO44030
D004,SO44031
D005,SO44032
D002,SO44033
D001,SO44034
D004,SO44035
D003,SO44036
D004,SO44037
D001,SO44038
D002,SO44039
D004,SO44040
D002,SO44041
D005,SO44042
D001,SO44043
D005,SO44044
D001,SO44045
D001,SO44046
D004,SO44047
D003,SO44048
D002,SO44049
D004,SO44050
D004,SO44051
D003,SO44052
D005,SO44053
D005,SO44054
D004,SO44055
D004,SO44056
D002,SO44057
D001,SO44058
D005,SO44059
D002,SO44060
D002,SO44061
D005,SO44062
D003,SO44063
D001,SO44064
D003,SO44065
D005,SO44066
D002,SO44067
D003,SO44068
D004,SO44069
D002,SO44070
D004,SO44071
D005,SO44072
D005,SO44073
D002,SO44134
D001,SO44135
D002,SO44136
D004,SO44137
D004,SO44138
D002,SO44139
D002,SO44140
D004,SO44141
D004,SO44142
D001,SO44143
D004,SO44144
D003,SO44145
D002,SO44146
D005,SO44147
D002,SO44148
D001,SO44149
D002,SO44150
D001,SO44151
D002,SO44152
D003,SO44153
D005,SO44154
D001,SO44155
D004,SO44156
D002,SO44157
D002,SO44158
D003,SO44159
D004,SO44160
D001,SO44161
D004,SO44162
D001,SO44163
D002,SO44164
D005,SO44165
D003,SO44166
D004,SO44167
D003,SO44168
D003,SO44169
D005,SO44170
D005,SO44171
D001,SO44172
D002,SO44173
D004,SO44174
D004,SO44175
D004,SO44176
D004,SO44177
D003,SO44178
D004,SO44179
D005,SO44180
D001,SO44181
D004,SO44182
D003,SO44183
D005,SO44184
D001,SO44185
D004,SO44186
D005,SO44187
D001,SO44188
D001,SO44189
D002,SO44190
D001,SO44191
D002,SO44192
D003,SO44193
D002,SO44194
D004,SO44195
D001,SO44196
D004,SO44197
D004,SO44198
D003,SO44199
D004,SO44200
D002,SO44201
D003,SO44202
D003,SO44203
D001,SO44204
D002,SO44205
D004,SO44206
D002,SO44207
D001,SO44208
D002,SO44209
D004,SO44210
D003,SO44211
D001,SO44212
D001,SO44213
D003,SO44214
D003,SO44215
D004,SO44216
D001,SO44217
D002,SO44218
D004,SO44219
D001,SO44220
D003,SO44221
D004,SO44222
D001,SO44223
D004,SO44224
D005,SO44225
D001,SO44226
D003,SO44227
D001,SO44228
D001,SO44229
D004,SO44230
D004,SO44231
D002,SO44232
D003,SO44233
D001,SO44234
D005,SO44235
D004,SO44236
D005,SO44237
D005,SO44238
D003,SO44239
D005,SO44240
D003,SO44241
D005,SO44242
D005,SO44243
D003,SO44244
D005,SO44245
D005,SO44246
D001,SO44247
D003,SO44248
D002,SO44249
D002,SO44250
D004,SO44251
D002,SO44252
D004,SO44253
D004,SO44254
D004,SO44255
D004,SO44256
D002,SO44257
D004,SO44258
D005,SO44259
D002,SO44260
D002,SO44261
D002,SO44262
D004,SO44263
D001,SO44264
D005,SO44265
D004,SO44266
D004,SO44267
D001,SO44268
D005,SO44269
D005,SO44270
D002,SO44271
D001,SO44272
D004,SO44273
D003,SO44274
D001,SO44275
D004,SO44276
D004,SO44277
D005,SO44278
D003,SO44279
D001,SO44320
D004,SO44321
D005,SO44322
D005,SO44323
D002,SO44324
D005,SO44325
D004,SO44326
D004,SO44327
D003,SO44328
D003,SO44329
D003,SO44330
D005,SO44331
D004,SO44332
D005,SO44333
D003,SO44334
D002,SO44335
D003,SO44336
D002,SO44337
D001,SO44338
D004,SO44339
D001,SO44340
D002,SO44341
D004,SO44342
D001,SO44343
D001,SO44344
D005,SO44345
D004,SO44346
D005,SO44347
D004,SO44348
D002,SO44349
D001,SO44350
D003,SO44351
D003,SO44352
D005,SO44353
D002,SO44354
D002,SO44355
D003,SO44356
D003,SO44357
D004,SO44358
D005,SO44359
D004,SO44360
D001,SO44361
D003,SO44362
D003,SO44363
D003,SO44364
D003,SO44365
D004,SO44366
D001,SO44367
D003,SO44368
D005,SO44369
D004,SO44370
D002,SO44371
D001,SO44372
D001,SO44373
D003,SO44374
D005,SO44375
D004,SO44376
D001,SO44377
D004,SO44378
D002,SO44379
D004,SO44380
D003,SO44381
D003,SO44382
D005,SO44383
D003,SO44384
D005,SO44385
D002,SO44386
D004,SO44387
D005,SO44388
D004,SO44389
D005,SO44390
D003,SO44391
D001,SO44392
D004,SO44393
D005,SO44394
D004,SO44395
D002,SO44396
D004,SO44397
D005,SO44398
D005,SO44399
D004,SO44400
D001,SO44401
D004,SO44402
D002,SO44403
D005,SO44404
D002,SO44405
D005,SO44406
D004,SO44407
D003,SO44408
D003,SO44409
D001,SO44410
D004,SO44411
D005,SO44412
D001,SO44413
D002,SO44414
D002,SO44415
D003,SO44416
D001,SO44417
D001,SO44418
D001,SO44419
D001,SO44420
D003,SO44421
D003,SO44422
D002,SO44423
D003,SO44424
D002,SO44425
D004,SO44426
D004,SO44427
D003,SO44428
D002,SO44429
D002,SO44430
D003,SO44431
D004,SO44432
D002,SO44433
D003,SO44434
D003,SO44435
D001,SO44436
D001,SO44437
D005,SO44438
D003,SO44439
D005,SO44440
D004,SO44441
D004,SO44442
D003,SO44443
D004,SO44444
D004,SO44445
D004,SO44446
D002,SO44447
D005,SO44448
D001,SO44449
D004,SO44450
D004,SO44451
D004,SO44452
D001,SO44453
D002,SO44454
D004,SO44455
D003,SO44456
D001,SO44457
D001,SO44458
D004,SO44459
D001,SO44460
D005,SO44461
D005,SO44462
D005,SO44463
D003,SO44464
D005,SO44465
D003,SO44466
D003,SO44467
D002,SO44468
D003,SO44469
D002,SO44470
D003,SO44471
D002,SO44472
D001,SO44473
D004,SO44474
D003,SO44475
D004,SO44476
D003,SO44477
D002,SO44478
D005,SO44479
D001,SO44480
D003,SO44571
D003,SO44572
D005,SO44573
D005,SO44574
D004,SO44575
D002,SO44576
D002,SO44577
D002,SO44578
D003,SO44579
D002,SO44580
D004,SO44581
D002,SO44582
D004,SO44583
D001,SO44584
D005,SO44585
D005,SO44586
D005,SO44587
D004,SO44588
D005,SO44589
D001,SO44590
D004,SO44591
D004,SO44592
D003,SO44593
D003,SO44594
D004,SO44595
D003,SO44596
D004,SO44597
D005,SO44598
D003,SO44599
D001,SO44600
D001,SO44601
D002,SO44602
D002,SO44603
D001,SO44604
D003,SO44605
D003,SO44606
D002,SO44607
D001,SO44608
D005,SO44609
D003,SO44610
D005,SO44611
D005,SO44612
D005,SO44613
D004,SO44614
D004,SO44615
D001,SO44616
D005,SO44617
D004,SO44618
D003,SO44619
D001,SO44620
D001,SO44621
D001,SO44622
D003,SO44623
D002,SO44624
D002,SO44625
D005,SO44626
D001,SO44627
D004,SO44628
D003,SO44629
D003,SO44630
D004,SO44631
D004,SO44632
D005,SO44633
D005,SO44634
D001,SO44635
D002,SO44636
D002,SO44637
D003,SO44638
D005,SO44639
D001,SO44640
D004,SO44641
D001,SO44642
D003,SO44643
D002,SO44644
D001,SO44645
D003,SO44646
D005,SO44647
D004,SO44648
D003,SO44649
D004,SO44650
D004,SO44651
D002,SO44652
D005,SO44653
D003,SO44654
D002,SO44655
D005,SO44656
D003,SO44657
D001,SO44658
D005,SO44659
D003,SO44660
D004,SO44661
D004,SO44662
D003,SO44663
D002,SO44664
D001,SO44665
D001,SO44666
D004,SO44667
D003,SO44668
D005,SO44669
D004,SO44670
D003,SO44671
D004,SO44672
D005,SO44673
D002,SO44674
D002,SO44675
D002,SO44676
D003,SO44677
D001,SO44678
D005,SO44679
D001,SO44680
D003,SO44681
D001,SO44682
D004,SO44683
D002,SO44684
D004,SO44685
D002,SO44686
D004,SO44687
D002,SO44688
D002,SO44689
D002,SO44690
D004,SO44691
D003,SO44692
D003,SO44693
D004,SO44694
D002,SO44695
D001,SO44696
D004,SO44697
D005,SO44698
D003,SO44699
D003,SO44700
D004,SO44701
D004,SO44702
D003,SO44703
D002,SO44704
D001,SO44705
D003,SO44706
D003,SO44707
D002,SO44708
D003,SO44709
D005,SO44710
D003,SO44711
D004,SO44712
D001,SO44713
D001,SO44714
D003,SO44715
D002,SO44716
D005,SO44717
D001,SO44718
D002,SO44719
D003,SO44720
D001,SO44721
D002,SO44722
D002,SO44723
D002,SO44724
D003,SO44725
D003,SO44726
D003,SO44727
D004,SO44728
D002,SO44729
D005,SO44730
D003,SO44731
D003,SO44732
D003,SO44733
D002,SO44734
D003,SO44735
D003,SO44736
D005,SO44737
D001,SO44738
D001,SO44739
D002,SO44803
D004,SO44804
D003,SO44805
D003,SO44806
D004,SO44807
D004,SO44808
D004,SO44809
D001,SO44810
D002,SO44811
D003,SO44812
D003,SO44813
D002,SO44814
D004,SO44815
D005,SO44816
D001,SO44817
D001,SO44818
D002,SO44819
D002,SO44820
D004,SO44821
D005,SO44822
D005,SO44823
D003,SO44824
D001,SO44825
D001,SO44826
D001,SO44827
D003,SO44828
D001,SO44829
D004,SO44830
D001,SO44831
D004,SO44832
D001,SO44833
D002,SO44834
D003,SO44835
D004,SO44836
D003,SO44837
D001,SO44838
D005,SO44839
D002,SO44840
D001,SO44841
D002,SO44842
D002,SO44843
D001,SO44844
D005,SO44845
D005,SO44846
D003,SO44847
D004,SO44848
D002,SO44849
D003,SO44850
D001,SO44851
D005,SO44852
D001,SO44853
D005,SO44854
D003,SO44855
D001,SO44856
D001,SO44857
D001,SO44858
D001,SO44859
D001,SO44860
D004,SO44861
D004,SO44862
D001,SO44863
D004,SO44864
D005,SO44865
D001,SO44866
D003,SO44867
D001,SO44868
D003,SO44869
D002,SO44870
D004,SO44871
D001,SO44872
D004,SO44873
D001,SO44874
D005,SO44875
D003,SO44876
D004,SO44877
D004,SO44878
D004,SO44879
D002,SO44880
D005,SO44881
D001,SO44882
D001,SO44883
D003,SO44884
D004,SO44885
D002,SO44886
D001,SO44887
D004,SO44888
D004,SO44889
D004,SO44890
D001,SO44891
D003,SO44892
D002,SO44893
D005,SO44894
D002,SO44895
D004,SO44896
D001,SO44897
D002,SO44898
D004,SO44899
D001,SO44900
D004,SO44901
D005,SO44902
D003,SO44903
D005,SO44904
D001,SO44905
D003,SO44906
D005,SO44907
D004,SO44908
D001,SO44909
D005,SO44910
D003,SO44911
D004,SO44912
D004,SO44913
D003,SO44914
D005,SO44915
D003,SO44916
D004,SO44917
D003,SO44918
D004,SO44919
D004,SO44920
D005,SO44921
D005,SO44922
D002,SO44923
D005,SO44924
D005,SO44925
D001,SO44926
D005,SO44927
D002,SO44928
D003,SO44929
D002,SO44930
D004,SO44931
D001,SO44932
D002,SO44933
D001,SO44934
D001,SO44935
D005,SO44936
D003,SO44937
D005,SO44938
D002,SO44939
D001,SO44940
D001,SO44941
D003,SO44942
D004,SO44943
D003,SO44944
D005,SO44945
D002,SO44946
D005,SO44947
D001,SO44948
D002,SO44949
D001,SO44950
D003,SO44951
D003,SO44952
D005,SO44953
D001,SO44954
D004,SO44955
D003,SO44956
D002,SO44957
D003,SO44958
D004,SO44959
D002,SO44960
D002,SO44961
D002,SO44962
D005,SO44963
D002,SO44964
D003,SO44965
D004,SO44966
D001,SO44967
D004,SO44968
D003,SO44969
D004,SO44970
D001,SO44971
D002,SO44972
D005,SO44973
D003,SO44974
D001,SO44975
D002,SO44976
D005,SO44977
D001,SO44978
D001,SO44979
D004,SO44980
D003,SO44981
D003,SO44982
D002,SO44983
D003,SO44984
D002,SO44985
D004,SO44986
D004,SO44987
D005,SO44988
D004,SO44989
D005,SO44990
D002,SO44991
D003,SO44992
D002,SO44993
D003,SO44994
D003,SO44995
D003,SO44996
D002,SO44997
D002,SO44998
D005,SO44999
D004,SO45000
D002,SO45001
D005,SO45002
D004,SO45003
D001,SO45004
D005,SO45005
D003,SO45006
D004,SO45007
D001,SO45008
D004,SO45009
D001,SO45010
D001,SO45011
D005,SO45012
D005,SO45013
D003,SO45014
D005,SO45015
D003,SO45016
D003,SO45017
D003,SO45018
D005,SO45019
D005,SO45020
D005,SO45021
D002,SO45022
D003,SO45023
D003,SO45024
D003,SO45025
D005,SO45026
D004,SO45027
D002,SO45028
D001,SO45029
D005,SO45030
D004,SO45031
D002,SO45032
D003,SO45033
D003,SO45034
D001,SO45035
D002,SO45036
D005,SO45037
D003,SO45078
D001,SO45079
D004,SO45080
D003,SO45081
D003,SO45082
D002,SO45083
D002,SO45084
D004,SO45085
D005,SO45086
D001,SO45087
D002,SO45088
D003,SO45089
D004,SO45090
D001,SO45091
D001,SO45092
D003,SO45093
D002,SO45094
D003,SO45095
D001,SO45096
D002,SO45097
D003,SO45098
D001,SO45099
D001,SO45100
D004,SO45101
D002,SO45102
D003,SO45103
D001,SO45104
D002,SO45105
D001,SO45106
D001,SO45107
D002,SO45108
D004,SO45109
D005,SO45110
D002,SO45111
D003,SO45112
D003,SO45113
D004,SO45114
D005,SO45115
D001,SO45116
D005,SO45117
D003,SO45118
D005,SO45119
D005,SO45120
D001,SO45121
D005,SO45122
D003,SO45123
D004,SO45124
D003,SO45125
D002,SO45126
D004,SO45127
D002,SO45128
D005,SO45129
D005,SO45130
D003,SO45131
D002,SO45132
D002,SO45133
D002,SO45134
D002,SO45135
D003,SO45136
D003,SO45137
D005,SO45138
D002,SO45139
D001,SO45140
D003,SO45141
D003,SO45142
D004,SO45143
D002,SO45144
D003,SO45145
D005,SO45146
D005,SO45147
D002,SO45148
D004,SO45149
D005,SO45150
D003,SO45151
D004,SO45152
D003,SO45153
D003,SO45154
D002,SO45155
D003,SO45156
D004,SO45157
D005,SO45158
D003,SO45159
D005,SO45160
D003,SO45161
D003,SO45162
D002,SO45163
D001,SO45164
D003,SO45165
D004,SO45166
D005,SO45167
D004,SO45168
D001,SO45169
D005,SO45170
D004,SO45171
D004,SO45172
D005,SO45173
D002,SO45174
D003,SO45175
D004,SO45176
D003,SO45177
D004,SO45178
D001,SO45179
D002,SO45180
D002,SO45181
D004,SO45182
D003,SO45183
D003,SO45184
D002,SO45185
D001,SO45186
D004,SO45187
D005,SO45188
D002,SO45189
D002,SO45190
D004,SO45191
D005,SO45192
D002,SO45193
D004,SO45194
D004,SO45195
D003,SO45196
D003,SO45197
D005,SO45198
D005,SO45199
D005,SO45200
D004,SO45201
D002,SO45202
D003,SO45203
D005,SO45204
D004,SO45205
D003,SO45206
D001,SO45207
D001,SO45208
D003,SO45209
D004,SO45210
D004,SO45211
D002,SO45212
D001,SO45213
D002,SO45214
D005,SO45215
D004,SO45216
D005,SO45217
D004,SO45218
D005,SO45219
D005,SO45220
D002,SO45221
D001,SO45222
D005,SO45223
D003,SO45224
D002,SO45225
D002,SO45226
D001,SO45227
D003,SO45228
D005,SO45229
D001,SO45230
D003,SO45231
D001,SO45232
D003,SO45233
D001,SO45234
D001,SO45235
D004,SO45236
D003,SO45237
D004,SO45238
D002,SO45239
D003,SO45240
D003,SO45241
D005,SO45242
D003,SO45243
D003,SO45244
D005,SO45245
D001,SO45246
D003,SO45247
D003,SO45248
D001,SO45249
D002,SO45250
D005,SO45251
D005,SO45252
D003,SO45253
D002,SO45254
D002,SO45255
D005,SO45256
D003,SO45257
D002,SO45258
D001,SO45259
D005,SO45260
D004,SO45261
D003,SO45262
D004,SO45263
D004,SO45264
D004,SO45265
D002,SO45345
D001,SO45346
D003,SO45347
D004,SO45348
D002,SO45349
D001,SO45350
D001,SO45351
D005,SO45352
D002,SO45353
D001,SO45354
D003,SO45355
D005,SO45356
D005,SO45357
D004,SO45358
D003,SO45359
D005,SO45360
D003,SO45361
D003,SO45362
D004,SO45363
D001,SO45364
D004,SO45365
D002,SO45366
D001,SO45367
D005,SO45368
D002,SO45369
D001,SO45370
D002,SO45371
D002,SO45372
D004,SO45373
D003,SO45374
D001,SO45375
D004,SO45376
D004,SO45377
D005,SO45378
D005,SO45379
D002,SO45380
D003,SO45381
D002,SO45382
D003,SO45383
D002,SO45384
D003,SO45385
D001,SO45386
D002,SO45387
D001,SO45388
D004,SO45389
D003,SO45390
D002,SO45391
D004,SO45392
D005,SO45393
D003,SO45394
D004,SO45395
D004,SO45396
D003,SO45397
D003,SO45398
D002,SO45399
D005,SO45400
D004,SO45401
D005,SO45402
D003,SO45403
D001,SO45404
D002,SO45405
D002,SO45406
D005,SO45407
D001,SO45408
D001,SO45409
D003,SO45410
D001,SO45411
D005,SO45412
D001,SO45413
D002,SO45414
D001,SO45415
D001,SO45416
D005,SO45417
D003,SO45418
D002,SO45419
D003,SO45420
D004,SO45421
D003,SO45422
D004,SO45423
D005,SO45424
D001,SO45425
D005,SO45426
D004,SO45427
D001,SO45428
D003,SO45429
D002,SO45430
D002,SO45431
D002,SO45432
D002,SO45433
D001,SO45434
D004,SO45435
D003,SO45436
D003,SO45437
D002,SO45438
D005,SO45439
D002,SO45440
D001,SO45441
D001,SO45442
D005,SO45443
D002,SO45444
D003,SO45445
D003,SO45446
D003,SO45447
D005,SO45448
D005,SO45449
D001,SO45450
D005,SO45451
D004,SO45452
D004,SO45453
D003,SO45454
D002,SO45455
D001,SO45456
D004,SO45457
D001,SO45458
D005,SO45459
D001,SO45460
D004,SO45461
D004,SO45462
D001,SO45463
D005,SO45464
D005,SO45465
D003,SO45466
D001,SO45467
D002,SO45468
D005,SO45469
D005,SO45470
D004,SO45471
D005,SO45472
D001,SO45473
D004,SO45474
D002,SO45475
D005,SO45476
D002,SO45477
D002,SO45478
D001,SO45479
D003,SO45480
D001,SO45481
D003,SO45482
D005,SO45483
D005,SO45484
D004,SO45485
D005,SO45486
D001,SO45487
D001,SO45488
D004,SO45489
D003,SO45490
D002,SO45491
D001,SO45492
D001,SO45493
D004,SO45494
D004,SO45495
D002,SO45496
D001,SO45497
D004,SO45498
D002,SO45499
D001,SO45500
D003,SO45501
D002,SO45502
D002,SO45503
D003,SO45504
D001,SO45505
D001,SO45506
D005,SO45507
D005,SO45508
D003,SO45509
D003,SO45510
D004,SO45511
D005,SO45512
D003,SO45513
D002,SO45514
D001,SO45515
D001,SO45580
D001,SO45581
D003,SO45582
D003,SO45583
D001,SO45584
D001,SO45585
D003,SO45586
D002,SO45587
D005,SO45588
D003,SO45589
D004,SO45590
D003,SO45591
D002,SO45592
D004,SO45593
D003,SO45594
D004,SO45595
D005,SO45596
D002,SO45597
D005,SO45598
D001,SO45599
D002,SO45600
D004,SO45601
D002,SO45602
D003,SO45603
D004,SO45604
D003,SO45605
D001,SO45606
D003,SO45607
D005,SO45608
D003,SO45609
D001,SO45610
D003,SO45611
D002,SO45612
D004,SO45613
D002,SO45614
D003,SO45615
D005,SO45616
D001,SO45617
D005,SO45618
D002,SO45619
D005,SO45620
D004,SO45621
D002,SO45622
D004,SO45623
D005,SO45624
D004,SO45625
D005,SO45626
D002,SO45627
D002,SO45628
D003,SO45629
D005,SO45630
D001,SO45631
D003,SO45632
D005,SO45633
D002,SO45634
D001,SO45635
D002,SO45636
D002,SO45637
D004,SO45638
D001,SO45639
D005,SO45640
D002,SO45641
D005,SO45642
D005,SO45643
D005,SO45644
D004,SO45645
D002,SO45646
D005,SO45647
D004,SO45648
D004,SO45649
D005,SO45650
D001,SO45651
D003,SO45652
D004,SO45653
D004,SO45654
D004,SO45655
D001,SO45656
D002,SO45657
D005,SO45658
D005,SO45659
D005,SO45660
D004,SO45661
D001,SO45662
D003,SO45663
D004,SO45664
D001,SO45665
D002,SO45666
D005,SO45667
D004,SO45668
D005,SO45669
D003,SO45670
D004,SO45671
D002,SO45672
D005,SO45673
D001,SO45674
D003,SO45675
D003,SO45676
D004,SO45677
D004,SO45678
D005,SO45679
D001,SO45680
D005,SO45681
D001,SO45682
D004,SO45683
D004,SO45684
D004,SO45685
D003,SO45686
D005,SO45687
D005,SO45688
D001,SO45689
D005,SO45690
D003,SO45691
D002,SO45692
D005,SO45693
D001,SO45694
D002,SO45695
D004,SO45696
D002,SO45697
D004,SO45698
D004,SO45699
D005,SO45700
D003,SO45701
D001,SO45702
D001,SO45703
D004,SO45704
D001,SO45705
D004,SO45706
D003,SO45707
D002,SO45708
D003,SO45709
D003,SO45710
D001,SO45711
D001,SO45712
D005,SO45713
D005,SO45714
D001,SO45715
D003,SO45716
D003,SO45717
D005,SO45718
D001,SO45719
D002,SO45720
D005,SO45721
D005,SO45722
D004,SO45723
D003,SO45724
D002,SO45725
D002,SO45726
D005,SO45727
D004,SO45728
D005,SO45729
D001,SO45730
D004,SO45731
D005,SO45732
D005,SO45733
D003,SO45734
D001,SO45735
D001,SO45736
D001,SO45737
D003,SO45738
D005,SO45739
D002,SO45740
D005,SO45741
D005,SO45742
D005,SO45743
D004,SO45744
D004,SO45745
D004,SO45746
D005,SO45747
D002,SO45748
D003,SO45749
D004,SO45750
D005,SO45751
D001,SO45752
D001,SO45753
D002,SO45754
D005,SO45755
D001,SO45756
D004,SO45757
D005,SO45758
D005,SO45759
D003,SO45760
D004,SO45761
D001,SO45762
D001,SO45763
D002,SO45764
D005,SO45765
D003,SO45766
D002,SO45767
D005,SO45768
D004,SO45769
D001,SO45770
D004,SO45771
D002,SO45772
D001,SO45773
D004,SO45774
D005,SO45775
D003,SO45776
D005,SO45777
D004,SO45778
D004,SO45816
D003,SO45817
D005,SO45818
D005,SO45819
D001,SO45820
D004,SO45821
D005,SO45822
D003,SO45823
D001,SO45824
D002,SO45825
D001,SO45826
D002,SO45827
D004,SO45828
D003,SO45829
D005,SO45830
D003,SO45831
D004,SO45832
D005,SO45833
D003,SO45834
D002,SO45835
D005,SO45836
D004,SO45837
D001,SO45838
D004,SO45839
D004,SO45840
D005,SO45841
D001,SO45842
D004,SO45843
D005,SO45844
D001,SO45845
D002,SO45846
D002,SO45847
D005,SO45848
D003,SO45849
D005,SO45850
D003,SO45851
D002,SO45852
D004,SO45853
D001,SO45854
D003,SO45855
D005,SO45856
D003,SO45857
D001,SO45858
D002,SO45859
D003,SO45860
D003,SO45861
D003,SO45862
D003,SO45863
D004,SO45864
D004,SO45865
D003,SO45866
D001,SO45867
D005,SO45868
D003,SO45869
D003,SO45870
D003,SO45871
D003,SO45872
D004,SO45873
D001,SO45874
D005,SO45875
D002,SO45876
D005,SO45877
D005,SO45878
D004,SO45879
D004,SO45880
D003,SO45881
D001,SO45882
D003,SO45883
D003,SO45884
D004,SO45885
D002,SO45886
D002,SO45887
D003,SO45888
D004,SO45889
D002,SO45890
D005,SO45891
D005,SO45892
D005,SO45893
D004,SO45894
D004,SO45895
D001,SO45896
D003,SO45897
D004,SO45898
D005,SO45899
D003,SO45900
D002,SO45901
D004,SO45902
D005,SO45903
D005,SO45904
D004,SO45905
D003,SO45906
D003,SO45907
D001,SO45908
D001,SO45909
D004,SO45910
D001,SO45911
D001,SO45912
D002,SO45913
D003,SO45914
D003,SO45915
D005,SO45916
D002,SO45917
D002,SO45918
D003,SO45919
D004,SO45920
D001,SO45921
D003,SO45922
D003,SO45923
D003,SO45924
D004,SO45925
D002,SO45926
D004,SO45927
D005,SO45928
D003,SO45929
D002,SO45930
D003,SO45931
D004,SO45932
D001,SO45933
D003,SO45934
D003,SO45935
D004,SO45936
D003,SO45937
D004,SO45938
D003,SO45939
D005,SO45940
D005,SO45941
D001,SO45942
D001,SO45943
D004,SO45944
D003,SO45945
D002,SO45946
D005,SO45947
D002,SO45948
D001,SO45949
D002,SO45950
D002,SO45951
D003,SO45952
D002,SO45953
D005,SO45954
D004,SO45955
D002,SO45956
D001,SO45957
D003,SO45958
D005,SO45959
D003,SO45960
D002,SO45961
D005,SO45962
D004,SO45963
D001,SO45964
D005,SO45965
D004,SO45966
D003,SO45967
D005,SO45968
D005,SO45969
D003,SO45970
D005,SO45971
D001,SO45972
D001,SO45973
D003,SO45974
D004,SO45975
D002,SO45976
D003,SO45977
D003,SO45978
D004,SO45979
D002,SO45980
D004,SO45981
D002,SO45982
D004,SO45983
D004,SO45984
D005,SO45985
D002,SO45986
D004,SO45987
D002,SO45988
D001,SO45989
D005,SO45990
